Order_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Date,Ship_Date,Payment_Mode
13373,Priya,West,Mumbai,Furniture,Storage,Product D,2148.34,8,0.26,1951.15,2022-09-28,2024-03-28,Card
22161,Kumar,West,Chennai,Furniture,Tables,Product C,7976.85,2,0.41,1990.38,2023-03-23,2022-09-15,UPI
37350,Sneha,East,Hyderabad,Technology,Binders,Product A,6353.28,2,0.1,691.47,2022-06-06,2022-03-25,Card
35351,Kumar,West,Mumbai,Office Supplies,Chairs,Product D,3245.83,3,0.26,1909.52,2023-07-26,2022-01-18,Card
98668,Kumar,East,Hyderabad,Technology,Storage,Product A,2398.63,7,0.1,489.0,2022-07-03,2024-06-21,UPI
25305,Deepa,South,Delhi,Technology,Binders,Product B,8799.63,9,0.06,-434.26,2023-02-28,2022-07-14,UPI
85353,Priya,North,Hyderabad,Technology,Tables,Product D,8373.85,8,0.26,60.87,2023-10-18,2023-12-26,UPI
86797,Rahul,North,Delhi,Office Supplies,Phones,Product D,2374.63,9,0.04,1863.24,2023-11-04,2022-03-17,UPI
75953,Arun,East,Mumbai,Technology,Tables,Product D,452.49,6,0.29,-465.59,2023-08-24,2022-10-06,Cash
67458,Arun,South,Delhi,Furniture,Tables,Product A,8064.87,1,0.02,864.99,2022-01-16,2022-03-04,Card
30358,Kumar,East,Mumbai,Furniture,Binders,Product A,6193.53,4,0.05,-311.0,2024-07-14,2024-09-01,Cash
13267,Priya,South,Mumbai,Furniture,Storage,Product B,1098.73,6,0.27,215.99,2024-01-31,2024-08-10,Cash
92745,,West,Bangalore,Office Supplies,Binders,Product C,5914.85,6,0.3,,2022-04-08,2023-06-22,Card
99588,Deepa,South,Mumbai,Technology,Phones,Product C,4576.61,8,0.01,1648.82,2024-08-19,2023-06-21,Cash
48513,Priya,South,Delhi,Office Supplies,Binders,Product A,,1,0.29,977.68,2023-09-08,2022-12-11,UPI
36092,Priya,South,Bangalore,Technology,Chairs,Product D,2169.94,2,0.42,1755.27,2022-10-27,2023-02-01,UPI
21338,Deepa,North,Bangalore,Furniture,Tables,Product C,4586.25,2,0.36,1220.88,2024-01-17,2024-08-02,UPI
10412,Kumar,South,Mumbai,Technology,Storage,Product C,,6,0.07,1927.57,2023-02-26,2022-09-17,UPI
17543,Priya,West,Hyderabad,Technology,Phones,Product A,9579.52,7,0.3,774.69,2022-11-03,2022-07-19,Card
43496,Arun,West,Hyderabad,Technology,Tables,Product B,7809.51,2,0.34,1096.78,2024-08-13,2022-02-24,UPI
70692,Deepa,West,Bangalore,Office Supplies,Binders,Product A,7393.55,5,0.02,940.77,2022-10-01,2023-10-15,Card
99084,Sneha,South,Mumbai,Technology,Chairs,Product A,6933.05,6,0.43,710.65,2022-09-18,2022-09-30,Card
54425,Rahul,East,Hyderabad,Technology,Binders,Product D,4291.03,4,0.45,1614.9,2022-08-27,2022-07-22,Card
48756,Kumar,East,Mumbai,Technology,Tables,Product A,9240.5,1,0.43,1111.31,2024-07-24,2023-02-02,Card
28888,Deepa,West,Mumbai,Office Supplies,Phones,Product D,821.88,3,0.41,1503.28,2024-02-13,2023-01-15,Cash
45735,Rahul,North,Bangalore,Office Supplies,Storage,Product B,8052.26,9,0.37,1465.91,2022-11-28,2024-06-11,Cash
57295,Rahul,East,Bangalore,Office Supplies,Tables,Product D,2230.8,6,0.32,-22.39,2022-04-25,2023-11-09,UPI
93042,Sneha,South,Chennai,Technology,Phones,Product B,3307.88,2,0.34,1125.41,2022-09-25,2023-08-29,Card
95999,Priya,East,Hyderabad,Furniture,Tables,Product B,5242.35,9,0.4,-0.88,2022-01-12,2023-06-21,UPI
27955,Sneha,West,Hyderabad,Furniture,Chairs,Product B,7848.28,4,0.33,958.3,2022-03-14,2024-07-13,UPI
47841,Priya,North,Hyderabad,Furniture,Binders,Product A,8401.5,8,0.16,,2024-05-23,2022-03-31,UPI
80640,Priya,East,Delhi,Technology,Storage,Product D,5878.95,7,0.19,1993.09,2023-02-10,2023-02-04,UPI
75510,,East,Mumbai,Furniture,Phones,Product C,4090.05,3,0.45,-423.65,2024-03-27,2022-07-03,Card
44911,Deepa,West,Bangalore,Furniture,Storage,Product A,,8,0.01,-271.89,2022-06-27,2024-05-18,Card
69031,Kumar,North,Hyderabad,Furniture,Storage,Product B,2540.56,4,0.35,-307.43,2024-09-02,2022-10-12,Cash
98726,Priya,North,Chennai,Technology,Storage,Product C,8050.64,2,0.48,495.9,2024-02-11,2023-06-19,Card
17357,Rahul,West,Hyderabad,Furniture,Phones,Product A,6159.29,5,0.35,1553.97,2024-08-03,2023-07-17,Card
42479,Arun,South,Mumbai,Furniture,Phones,Product C,3831.26,1,0.5,1610.14,2022-09-16,2022-07-11,UPI
71476,Kumar,East,Mumbai,Technology,Storage,Product B,113.54,8,0.34,1342.45,2023-02-04,2022-07-26,Card
54811,Deepa,South,Bangalore,Office Supplies,Binders,Product C,4521.33,8,0.02,1742.2,2022-09-27,2024-08-27,UPI
46208,Sneha,East,Delhi,Furniture,Tables,Product C,2839.53,3,0.41,307.15,2024-04-11,2022-02-15,Card
30150,Kumar,East,Bangalore,Office Supplies,Storage,Product B,1133.03,1,0.14,-279.61,2023-09-24,2022-10-29,Cash
81180,Kumar,South,Hyderabad,Furniture,Chairs,Product C,844.07,4,0.22,-354.62,2023-11-12,2023-10-04,UPI
53286,Kumar,West,Chennai,Technology,Storage,Product A,3540.83,9,0.16,1630.33,2023-05-01,2024-09-22,Card
78450,Kumar,West,Bangalore,Office Supplies,Phones,Product C,6186.1,9,0.13,1326.09,2023-08-03,2023-12-04,Card
31352,Arun,East,Delhi,Office Supplies,Tables,Product D,8391.44,1,0.22,1246.54,2022-02-28,2023-11-15,UPI
65069,Sneha,West,Bangalore,Office Supplies,Chairs,Product A,1917.28,7,0.19,349.19,2023-10-04,2022-10-08,Cash
24397,Sneha,East,Mumbai,Office Supplies,Tables,Product C,4303.98,6,0.32,449.76,2024-06-05,2023-12-16,Cash
51555,Sneha,West,Hyderabad,Furniture,Tables,Product D,3980.37,7,0.41,1895.28,2022-09-23,2023-01-22,Card
56959,Priya,East,Hyderabad,Furniture,Chairs,Product D,5182.6,7,0.15,-340.49,2022-03-16,2023-10-01,Card
10728,Rahul,West,Hyderabad,Office Supplies,Storage,Product D,8114.91,8,0.11,1434.33,2024-09-25,2024-03-16,Card
60517,Sneha,North,Hyderabad,Furniture,Storage,Product C,5581.09,8,0.33,274.08,2022-03-31,2022-11-09,UPI
76234,Kumar,South,Hyderabad,Office Supplies,Storage,Product B,8481.88,2,0.34,-402.36,2023-05-20,2024-05-29,UPI
49954,Kumar,North,Hyderabad,Office Supplies,Binders,Product D,5233.66,4,0.45,,2022-12-23,2023-06-14,UPI
57280,Sneha,South,Chennai,Technology,Storage,Product B,6078.09,4,0.01,327.28,2022-06-03,2024-05-08,Card
89459,Sneha,South,Delhi,Office Supplies,Chairs,Product A,,8,0.43,1305.37,2024-06-18,2022-10-03,Cash
26779,Kumar,East,Hyderabad,Furniture,Binders,Product B,8248.65,3,0.26,1269.14,2022-08-06,2023-04-29,UPI
73932,Priya,South,Delhi,Office Supplies,Storage,Product B,9245.89,3,0.31,836.97,2023-05-01,2024-03-18,Cash
82936,Deepa,North,Hyderabad,Technology,Binders,Product B,6427.53,2,0.05,1443.43,2023-06-24,2023-03-29,Card
34466,Deepa,North,Bangalore,Furniture,Chairs,Product B,8225.75,1,0.22,952.6,2022-05-10,2023-06-18,UPI
46939,Sneha,West,Hyderabad,Technology,Storage,Product B,684.13,8,0.11,216.59,2022-03-07,2023-06-17,UPI
79896,Arun,North,Mumbai,Technology,Phones,Product A,9070.51,9,0.13,,2022-05-24,2023-06-11,UPI
45270,Sneha,West,Chennai,Office Supplies,Chairs,Product A,1970.36,9,0.25,972.85,2023-01-15,2022-01-19,Card
69163,Sneha,South,Bangalore,Technology,Tables,Product B,2639.55,8,0.41,-468.18,2022-11-09,2023-12-21,Card
92637,Deepa,North,Bangalore,Technology,Tables,Product B,627.97,5,0.37,1754.11,2023-02-11,2022-02-01,Card
61934,Kumar,South,Mumbai,Furniture,Chairs,Product D,9657.46,1,0.3,864.11,2023-02-11,2023-04-17,Cash
74895,Sneha,North,Hyderabad,Technology,Tables,Product A,8534.91,9,0.27,1671.57,2024-08-30,2024-03-23,Cash
42307,Kumar,North,Chennai,Office Supplies,Chairs,Product C,9140.53,6,0.21,1706.84,2022-10-04,2022-11-02,UPI
64098,Kumar,West,Bangalore,Office Supplies,Phones,Product A,8487.44,7,0.49,612.42,2023-09-07,2023-07-11,UPI
70921,Arun,South,Chennai,Office Supplies,Chairs,Product C,4847.35,8,0.28,769.15,2023-02-13,2022-04-05,Card
15486,Kumar,North,Bangalore,Technology,Storage,Product D,9248.41,5,0.13,539.39,2022-11-10,2024-06-02,Card
18335,Deepa,East,Hyderabad,Furniture,Storage,Product B,9697.78,6,0.12,623.59,2023-07-03,2023-08-03,Card
96900,Priya,South,Bangalore,Office Supplies,Binders,Product D,5075.41,7,0.31,1737.87,2022-09-06,2023-09-25,UPI
99112,Priya,South,Bangalore,Technology,Tables,Product B,1838.69,7,0.26,1470.36,2024-08-02,2024-04-02,Card
21130,Rahul,South,Delhi,Office Supplies,Tables,Product A,6620.36,2,0.0,-183.69,2023-04-06,2023-08-09,Cash
97508,Sneha,West,Hyderabad,Office Supplies,Chairs,Product B,9756.84,1,0.42,1025.77,2023-02-03,2024-04-27,Cash
70566,Deepa,East,Mumbai,Furniture,Tables,Product C,8734.25,8,0.35,1989.77,2023-10-30,2022-06-13,UPI
76703,Kumar,South,Mumbai,Office Supplies,Storage,Product C,8631.97,5,0.33,988.88,2023-03-27,2024-09-01,UPI
37192,Priya,North,Hyderabad,Furniture,Phones,Product D,9344.8,2,0.03,1464.68,2023-04-16,2024-04-23,Cash
11062,,North,Mumbai,Technology,Chairs,Product A,8950.13,3,0.18,1422.65,2023-10-06,2022-11-26,Card
94076,Priya,West,Hyderabad,Office Supplies,Tables,Product C,7785.19,6,0.47,375.79,2023-07-13,2024-08-26,UPI
99780,Kumar,North,Mumbai,Technology,Storage,Product D,7210.9,6,0.43,429.62,2023-03-10,2024-02-22,UPI
31545,Priya,South,Delhi,Technology,Binders,Product A,2721.2,8,0.14,1310.19,2024-08-13,2024-01-02,UPI
31689,Sneha,North,Mumbai,Technology,Tables,Product A,6251.27,5,0.08,749.96,2023-03-22,2022-09-13,Cash
21174,Sneha,South,Bangalore,Office Supplies,Phones,Product D,,5,0.22,926.43,2023-12-08,2023-03-18,UPI
98461,Rahul,North,Hyderabad,Furniture,Phones,Product C,8633.25,7,0.18,1282.26,2022-04-13,2023-07-27,Cash
19348,Rahul,East,Chennai,Office Supplies,Tables,Product C,4967.95,5,0.34,1443.94,2022-11-24,2023-06-30,Cash
33714,Priya,West,Chennai,Technology,Tables,Product D,1364.65,9,0.48,178.79,2023-11-14,2024-05-02,Card
48102,Deepa,West,Hyderabad,Furniture,Storage,Product C,149.23,6,0.18,-133.02,2023-08-24,2022-05-02,Card
84460,Sneha,East,Delhi,Technology,Tables,Product D,6810.94,7,0.03,229.49,2022-09-03,2024-09-03,Card
99930,Deepa,East,Mumbai,Furniture,Binders,Product C,5544.09,8,0.45,768.85,2022-02-27,2024-04-03,UPI
16801,Deepa,West,Delhi,Office Supplies,Storage,Product C,3376.53,5,0.02,355.35,2022-04-15,2023-05-31,Cash
82267,Priya,East,Chennai,Furniture,Chairs,Product D,1772.82,4,0.48,920.91,2023-11-23,2023-09-24,UPI
58136,Deepa,South,Hyderabad,Office Supplies,Binders,Product D,4720.48,8,0.33,,2024-08-29,2023-07-05,Cash
33625,Sneha,North,Hyderabad,Technology,Storage,Product C,1092.84,9,0.47,774.38,2022-03-10,2024-09-07,UPI
92873,Kumar,West,Delhi,Furniture,Storage,Product D,3427.47,1,0.1,419.96,2024-09-19,2022-04-09,Cash
82592,Rahul,East,Delhi,Technology,Phones,Product C,3854.2,3,0.02,836.67,2022-10-29,2024-05-22,Card
87052,Kumar,South,Mumbai,Furniture,Storage,Product B,4709.63,4,0.24,556.33,2022-06-02,2023-01-07,Card
54261,Deepa,West,Bangalore,Office Supplies,Binders,Product A,4719.55,7,0.23,210.56,2023-06-21,2023-02-23,UPI
11542,Kumar,East,Bangalore,Furniture,Tables,Product A,2644.36,6,0.17,,2024-06-07,2022-09-16,Cash
31677,Sneha,West,Mumbai,Furniture,Binders,Product C,8517.09,1,0.48,,2022-02-04,2022-05-10,Card
56732,Sneha,East,Bangalore,Office Supplies,Chairs,Product A,3619.88,4,0.41,1203.41,2024-08-14,2022-12-27,Cash
60343,Deepa,West,Chennai,Office Supplies,Storage,Product C,,6,0.33,1811.61,2022-01-15,2022-06-07,UPI
49081,,South,Bangalore,Office Supplies,Storage,Product D,1840.52,3,0.08,846.67,2022-04-16,2023-10-21,Card
72856,Kumar,South,Mumbai,Furniture,Storage,Product B,3293.53,2,0.37,1691.02,2023-12-31,2022-02-28,UPI
98858,Priya,North,Bangalore,Technology,Storage,Product A,768.77,2,0.36,-187.87,2024-06-14,2023-08-07,UPI
29065,Priya,West,Hyderabad,Furniture,Phones,Product A,425.78,4,0.21,734.47,2022-03-15,2024-08-07,Cash
93460,Arun,North,Delhi,Furniture,Phones,Product D,6090.91,1,0.46,642.56,2024-05-05,2023-07-12,UPI
98092,Deepa,West,Chennai,Technology,Tables,Product B,6229.56,2,0.08,,2024-07-19,2023-12-27,UPI
64693,Rahul,East,Hyderabad,Office Supplies,Storage,Product B,5342.92,2,0.13,608.14,2022-10-12,2023-11-20,Cash
36962,Sneha,East,Hyderabad,Furniture,Chairs,Product B,7646.62,4,0.03,422.57,2023-07-04,2023-10-17,Cash
38295,Sneha,North,Mumbai,Technology,Tables,Product D,487.59,4,0.4,1174.5,2022-07-16,2022-03-19,UPI
23807,Deepa,West,Delhi,Office Supplies,Storage,Product A,9366.13,1,0.31,1845.82,2022-10-07,2022-06-09,Card
52348,,North,Delhi,Office Supplies,Phones,Product A,1041.14,7,0.16,-285.52,2024-02-26,2022-03-28,Card
36432,Sneha,South,Chennai,Furniture,Chairs,Product B,6772.83,7,0.08,318.69,2023-11-17,2022-11-20,Cash
93285,Deepa,North,Mumbai,Office Supplies,Tables,Product D,1420.63,1,0.02,610.16,2024-03-27,2022-11-07,UPI
67854,Sneha,North,Chennai,Office Supplies,Chairs,Product D,8811.06,8,0.08,637.96,2023-07-10,2023-06-16,Card
50262,Priya,East,Bangalore,Technology,Storage,Product D,5156.06,7,0.23,1437.02,2024-08-26,2022-10-13,Cash
47080,Kumar,North,Hyderabad,Technology,Binders,Product B,914.71,7,0.12,608.49,2023-10-28,2024-06-20,Cash
11324,Kumar,West,Chennai,Office Supplies,Chairs,Product D,6205.57,6,0.13,-432.1,2022-06-02,2022-02-13,Cash
45909,Sneha,East,Hyderabad,Technology,Chairs,Product B,190.19,4,0.44,1275.26,2022-10-18,2024-06-14,UPI
99339,Arun,North,Mumbai,Office Supplies,Phones,Product B,7782.62,8,0.26,1712.07,2024-07-20,2024-06-05,Cash
29870,Rahul,South,Bangalore,Furniture,Storage,Product B,6540.79,2,0.36,,2022-05-22,2022-05-16,Card
44578,Rahul,North,Mumbai,Technology,Chairs,Product C,2204.99,7,0.02,952.77,2024-02-07,2023-09-08,UPI
82124,Rahul,North,Bangalore,Office Supplies,Storage,Product B,3810.03,3,0.18,-92.66,2022-11-08,2023-10-13,Card
36790,Priya,North,Bangalore,Office Supplies,Phones,Product D,177.29,3,0.24,51.61,2023-10-08,2023-02-10,Card
35289,Rahul,East,Hyderabad,Technology,Storage,Product C,6967.47,7,0.09,87.93,2022-02-01,2023-05-10,Card
65129,Kumar,West,Mumbai,Technology,Phones,Product A,3294.41,3,0.06,576.85,2022-01-26,2022-08-12,UPI
25485,Priya,South,Mumbai,Furniture,Phones,Product A,5758.73,5,0.44,1820.36,2024-06-29,2022-08-19,Card
54482,Deepa,North,Chennai,Office Supplies,Tables,Product D,9571.6,8,0.47,804.46,2022-09-12,2024-03-18,Cash
96188,Rahul,West,Mumbai,Furniture,Storage,Product D,3064.72,4,0.04,-19.76,2024-08-02,2023-03-30,Cash
14748,Rahul,West,Chennai,Furniture,Binders,Product D,9903.36,7,0.17,165.22,2024-01-05,2024-09-26,Card
96769,Deepa,East,Delhi,Furniture,Tables,Product D,6364.01,7,0.48,460.04,2022-02-25,2022-11-04,Cash
19435,Rahul,South,Delhi,Technology,Phones,Product C,2496.68,2,0.04,1058.15,2022-10-20,2024-04-09,UPI
13709,Deepa,East,Delhi,Furniture,Binders,Product D,4424.1,8,0.32,600.08,2023-09-29,2024-06-29,UPI
40355,Priya,West,Mumbai,Technology,Chairs,Product B,7430.49,9,0.49,481.11,2022-08-18,2022-05-01,Cash
65771,Kumar,West,Mumbai,Technology,Chairs,Product A,4520.13,6,0.49,911.82,2022-02-22,2023-09-05,Cash
67799,Deepa,West,Chennai,Furniture,Tables,Product D,778.22,5,0.24,104.59,2024-08-11,2024-05-13,UPI
23116,Arun,East,Bangalore,Furniture,Binders,Product B,1769.18,1,0.08,-302.74,2022-04-11,2024-07-28,Card
35470,Deepa,South,Chennai,Office Supplies,Storage,Product D,7933.85,1,0.1,-438.96,2023-04-12,2022-11-22,UPI
52344,Rahul,North,Delhi,Furniture,Binders,Product B,6518.89,9,0.44,128.15,2024-04-25,2024-07-11,Card
52918,,East,Chennai,Office Supplies,Tables,Product C,5741.27,4,0.46,-271.02,2024-03-14,2022-06-10,Cash
62224,Sneha,West,Bangalore,Furniture,Storage,Product A,1759.46,1,0.3,340.85,2024-05-18,2022-08-29,Cash
49298,Priya,East,Mumbai,Furniture,Storage,Product A,8393.8,3,0.38,1432.33,2022-09-24,2023-02-02,Card
90219,Sneha,West,Chennai,Furniture,Chairs,Product C,9611.33,6,0.37,1290.74,2024-03-05,2022-11-18,Card
71629,Deepa,North,Delhi,Furniture,Binders,Product B,504.78,8,0.33,1027.32,2022-01-02,2024-04-28,UPI
76040,Kumar,North,Delhi,Office Supplies,Storage,Product D,872.52,2,0.41,1631.25,2022-01-22,2022-07-10,Card
38016,Arun,South,Mumbai,Office Supplies,Tables,Product B,8858.77,8,0.34,205.17,2023-08-01,2022-11-07,Cash
33960,Priya,West,Chennai,Furniture,Chairs,Product A,8173.97,1,0.27,,2022-07-31,2022-09-08,Cash
43591,Rahul,South,Bangalore,Furniture,Storage,Product C,6217.55,2,0.12,498.1,2022-08-24,2023-06-24,Cash
92848,Sneha,South,Mumbai,Office Supplies,Binders,Product C,9455.16,8,0.37,502.23,2024-05-29,2023-12-04,Card
77641,Rahul,North,Chennai,Technology,Chairs,Product B,6499.66,7,0.24,513.38,2023-06-13,2023-05-23,Card
46395,Kumar,East,Hyderabad,Technology,Binders,Product B,2238.25,5,0.15,-254.76,2023-01-23,2023-01-31,Cash
32700,Sneha,East,Delhi,Technology,Binders,Product C,7313.56,2,0.4,1938.73,2022-01-14,2023-10-16,Card
44620,Priya,South,Bangalore,Office Supplies,Binders,Product A,6492.53,9,0.35,-153.73,2023-06-03,2023-02-12,UPI
30559,Deepa,North,Bangalore,Office Supplies,Chairs,Product D,9858.87,5,0.47,352.21,2024-04-26,2022-07-02,UPI
71642,Rahul,West,Bangalore,Technology,Storage,Product D,2217.57,8,0.08,298.25,2022-08-10,2022-01-23,Card
86539,,East,Delhi,Technology,Phones,Product B,6019.06,4,0.32,-313.3,2024-06-30,2023-11-08,Card
31732,Priya,South,Chennai,Furniture,Storage,Product C,7823.66,9,0.12,,2023-09-08,2023-08-08,Cash
40354,Priya,East,Mumbai,Office Supplies,Chairs,Product C,3455.93,7,0.45,-387.85,2024-08-19,2023-08-19,Card
23843,Priya,East,Chennai,Office Supplies,Phones,Product C,3858.83,2,0.05,231.01,2023-02-07,2022-06-06,Cash
81726,Priya,West,Mumbai,Technology,Phones,Product A,8890.23,3,0.33,1666.64,2023-05-28,2024-04-09,UPI
27640,Sneha,North,Bangalore,Technology,Phones,Product B,,2,0.4,348.61,2022-10-14,2024-05-18,Card
62528,Priya,West,Chennai,Office Supplies,Tables,Product B,6284.86,5,0.18,-190.77,2023-01-19,2023-07-15,UPI
48413,Rahul,North,Bangalore,Furniture,Chairs,Product B,8903.46,2,0.48,1114.23,2022-09-04,2022-07-15,Card
62638,Kumar,East,Hyderabad,Technology,Tables,Product A,2177.28,5,0.43,1991.5,2024-06-18,2022-08-14,Card
62736,Sneha,South,Bangalore,Office Supplies,Phones,Product B,9820.59,9,0.15,80.81,2022-04-01,2023-02-05,Cash
78866,,West,Bangalore,Office Supplies,Tables,Product D,7049.34,2,0.0,198.93,2024-04-05,2024-01-21,Cash
29087,Arun,North,Mumbai,Furniture,Tables,Product B,5011.6,9,0.15,,2022-11-08,2022-10-09,Card
51430,Arun,East,Hyderabad,Furniture,Chairs,Product B,,7,0.14,-53.06,2023-03-13,2024-09-08,Card
34504,Kumar,North,Bangalore,Technology,Binders,Product B,9548.21,7,0.44,778.04,2024-09-11,2022-01-12,Cash
17114,Deepa,North,Bangalore,Technology,Tables,Product A,2136.68,5,0.48,99.13,2023-12-27,2023-01-13,UPI
88859,Deepa,North,Hyderabad,Technology,Tables,Product D,3185.66,8,0.04,1830.88,2022-02-12,2023-04-19,Card
20975,Sneha,East,Hyderabad,Office Supplies,Phones,Product D,3147.15,7,0.24,1953.8,2022-03-15,2022-06-03,Cash
21023,Sneha,South,Chennai,Technology,Phones,Product C,2961.16,6,0.27,1536.74,2024-01-24,2024-05-07,Card
31447,Sneha,South,Mumbai,Office Supplies,Phones,Product C,4738.53,2,0.05,286.96,2024-09-19,2023-09-10,Cash
33959,Deepa,South,Hyderabad,Technology,Storage,Product D,,6,0.19,508.72,2023-07-15,2022-05-06,UPI
76203,,North,Hyderabad,Furniture,Tables,Product B,8898.99,2,0.16,105.76,2024-05-29,2023-11-30,Card
39703,Deepa,East,Delhi,Furniture,Phones,Product B,3346.7,1,0.27,1726.89,2024-05-25,2024-03-14,Card
19337,Rahul,North,Hyderabad,Office Supplies,Chairs,Product B,4286.41,9,0.33,1786.4,2022-11-12,2023-07-09,UPI
56427,Priya,South,Mumbai,Furniture,Storage,Product A,6727.86,5,0.35,547.18,2024-01-04,2023-03-02,Card
71529,Sneha,South,Bangalore,Office Supplies,Binders,Product B,,4,0.07,1141.33,2024-05-11,2023-06-09,Card
94665,Arun,East,Bangalore,Office Supplies,Tables,Product A,8219.52,8,0.41,,2022-05-24,2024-01-02,Card
41921,Kumar,North,Bangalore,Furniture,Tables,Product D,8810.0,5,0.34,587.34,2022-11-25,2023-05-30,Cash
43307,Kumar,West,Bangalore,Office Supplies,Chairs,Product B,8586.28,7,0.44,,2022-07-28,2024-07-16,Cash
37355,,West,Delhi,Furniture,Binders,Product B,3813.04,3,0.22,463.51,2022-04-09,2022-06-22,Card
14835,Arun,South,Hyderabad,Technology,Binders,Product C,4673.8,8,0.45,394.0,2023-12-01,2024-05-01,UPI
30159,Deepa,East,Bangalore,Technology,Storage,Product D,222.64,8,0.43,-497.5,2022-04-24,2024-03-06,UPI
57605,,North,Chennai,Furniture,Tables,Product B,4054.01,3,0.22,1510.73,2022-06-24,2023-07-21,Card
48088,Rahul,North,Bangalore,Furniture,Phones,Product A,,9,0.19,1723.34,2022-09-28,2022-05-07,Cash
88752,Rahul,South,Hyderabad,Furniture,Chairs,Product D,9079.05,8,0.47,1923.66,2022-03-04,2022-06-26,Cash
65284,Deepa,South,Bangalore,Furniture,Chairs,Product C,8950.48,1,0.36,1298.18,2024-03-06,2023-05-21,Card
67043,Kumar,North,Delhi,Technology,Chairs,Product D,9664.36,8,0.46,,2023-02-08,2024-02-18,Cash
45547,Sneha,North,Mumbai,Office Supplies,Chairs,Product A,8862.54,4,0.4,,2022-08-13,2024-02-18,Cash
92844,Kumar,South,Mumbai,Office Supplies,Phones,Product C,181.19,6,0.3,1998.25,2024-08-16,2023-01-22,UPI
37532,Rahul,North,Hyderabad,Technology,Phones,Product A,6450.46,9,0.06,974.38,2022-06-10,2023-12-14,Card
44349,Priya,West,Mumbai,Office Supplies,Storage,Product D,775.55,5,0.15,1202.89,2022-02-05,2024-02-09,Cash
55445,Deepa,South,Mumbai,Technology,Tables,Product C,2798.68,7,0.48,1206.02,2023-01-16,2023-11-17,Cash
15713,Rahul,North,Chennai,Office Supplies,Phones,Product A,5825.25,1,0.16,1613.13,2023-10-15,2023-07-27,Cash
66178,Rahul,South,Hyderabad,Furniture,Storage,Product D,7036.08,9,0.05,-475.82,2022-11-14,2024-08-11,Card
59407,Sneha,East,Hyderabad,Furniture,Binders,Product A,6580.86,6,0.35,50.62,2023-12-09,2022-04-18,Card
80340,Deepa,South,Mumbai,Furniture,Tables,Product B,585.68,4,0.37,1163.84,2023-10-25,2024-08-06,Cash
60990,Sneha,South,Mumbai,Technology,Phones,Product D,1125.68,6,0.14,1737.86,2023-04-01,2023-10-01,UPI
85672,Deepa,East,Mumbai,Technology,Binders,Product C,1373.01,5,0.15,1213.35,2022-09-26,2023-06-14,UPI
75545,Sneha,West,Delhi,Office Supplies,Storage,Product C,1005.0,3,0.23,533.73,2022-12-10,2022-02-09,Card
94791,Kumar,North,Bangalore,Office Supplies,Phones,Product B,1864.52,7,0.01,403.89,2022-02-09,2023-02-01,UPI
68141,,East,Delhi,Office Supplies,Phones,Product A,6916.03,3,0.39,1344.87,2024-01-20,2024-01-27,Cash
33793,Priya,South,Hyderabad,Technology,Binders,Product A,8325.29,2,0.16,1353.09,2023-02-18,2024-07-11,Card
66570,Deepa,North,Chennai,Office Supplies,Phones,Product C,4147.26,4,0.43,1017.64,2023-01-15,2023-04-24,Card
47892,Arun,East,Bangalore,Furniture,Chairs,Product A,6958.54,7,0.4,228.67,2022-08-10,2023-04-14,UPI
11015,Rahul,North,Chennai,Office Supplies,Phones,Product D,2080.16,5,0.33,1812.89,2022-10-08,2023-12-25,Card
71813,Rahul,North,Hyderabad,Furniture,Tables,Product D,9735.47,9,0.16,879.7,2022-08-13,2023-05-22,UPI
37712,Deepa,East,Hyderabad,Technology,Binders,Product C,3564.98,7,0.26,1476.23,2023-04-02,2022-11-13,UPI
18415,Sneha,North,Chennai,Furniture,Tables,Product D,8474.08,9,0.22,35.77,2022-06-03,2022-10-14,Cash
72292,Arun,West,Chennai,Furniture,Storage,Product C,9459.13,9,0.17,360.1,2022-10-07,2023-04-11,UPI
33833,Kumar,East,Chennai,Furniture,Tables,Product A,8660.67,2,0.42,1686.45,2022-12-19,2023-11-13,UPI
14158,Sneha,West,Hyderabad,Technology,Chairs,Product A,763.97,1,0.24,-374.73,2022-02-08,2022-09-23,Card
72680,Sneha,South,Mumbai,Technology,Chairs,Product A,6538.04,4,0.42,780.79,2023-12-30,2023-09-04,Cash
30309,Deepa,North,Chennai,Technology,Tables,Product B,1288.9,4,0.05,704.26,2024-01-26,2023-10-10,Cash
16970,Deepa,South,Bangalore,Technology,Storage,Product C,156.06,2,0.07,1378.08,2023-09-13,2023-03-07,UPI
82474,Rahul,South,Hyderabad,Office Supplies,Phones,Product D,612.66,3,0.49,204.73,2024-09-01,2023-01-02,Card
96704,Deepa,North,Delhi,Technology,Chairs,Product A,9169.88,3,0.29,47.67,2023-07-27,2022-07-02,Card
56540,Deepa,East,Delhi,Furniture,Tables,Product B,9093.79,5,0.25,1815.33,2023-05-04,2024-01-06,Card
30384,Deepa,North,Bangalore,Technology,Tables,Product D,2335.66,1,0.26,929.27,2024-08-02,2024-05-27,Cash
28017,Rahul,South,Mumbai,Office Supplies,Tables,Product D,,9,0.11,-238.28,2024-07-25,2024-09-22,Cash
85880,Kumar,South,Chennai,Office Supplies,Phones,Product D,9554.78,8,0.36,-17.41,2022-07-17,2023-10-25,UPI
